"","country","year","vector","popvector","aidvector","percIN","percOUT","percGIVEN","percRECEIVED","percINVEST"
"245","New Caledonia",1995,"11",1,1,3.69886903042061,0.496347050811079,0,14.5843131467316,0.39493553469895
"246","Niger",1995,"11",1,1,0.477370434586439,0.224911321533465,0,85.0194873411378,1.83355963056596
"247","Nigeria",1995,"14",4,1,0.0975772872377877,0.187462608884892,0,22.2980457392642,21.9582741044644
"248","Nicaragua",1995,"11",1,1,0.00390266831937443,3.42964323757558,0,126.860728637087,23.3741580062167
"249","Netherlands",1995,"41",1,4,1.70942426699362,0.716896028114615,2.79364661651861,0,26.5672705740642
"250","Norway",1995,"11",1,1,1.70564032167488,0.360250909344501,5.08344091687792,0.085349079777142,13.5420634985248
"251","Nepal",1995,"11",1,1,0.58073746762935,1.04444388865268,0,56.0455828790693,0
"252","New Zealand",1995,"11",1,1,3.2668100397452,2.09772962378178,0.214841108260526,0.000529314553389584,16.5044105952522
"253","Oman",1995,"11",1,1,0.143713296080414,10.5877919432958,0,5.74903439311487,2.27126680008298
"254","Pakistan",1995,"13",3,1,0.299858688943972,0.45387694880191,0,28.9183719370408,5.60534931683396
"255","Panama",1995,"11",1,1,0.69244464734079,0.293741154987446,0,16.2412697460858,40.6995595185197
"256","Peru",1995,"11",1,1,0.00507097682779907,1.46526270634331,0,22.4734365418095,22.0422671691793
"257","Philippines",1995,"14",4,1,0.0901744928128678,1.20504962840431,0,28.9721127665104,10.4573682324467
"258","Papua New Guinea",1995,"11",1,1,0.0569983135878424,0.0604970939978104,0,68.0158367262396,21.5818022472176
"259","Poland",1995,"14",4,1,0.088058043169221,0.60514836663549,0,16.2817401152218,18.7846514043338
"260","Portugal",1995,"11",1,1,2.52573862657109,0.794949141128183,1.17042481750652,0.00748406503317934,7.24602776956408
"261","Paraguay",1995,"11",1,1,0.354159223147617,1.26216877521738,0,21.0133049533676,10.2051048321884
"262","French Polynesia",1995,"11",1,1,1.95353159851301,0.45817843866171,0,7.04137136379286,0
"263","Qatar",1995,"11",1,1,11.5183256523206,2.96515701001359,0,0.137176108934928,16.1135928176841
"264","Romania",1995,"11",1,1,0.0701763821361675,1.39371026707053,0,13.7623856539109,13.1936434756488
